model,wape_pct,mae,bias_pct,wape_improvement_pct,mae_improvement_pct
champion,20.202824642953633,69677.51416666666,-16.413327570657966,0.0,0.0
tuned,15.211845746789146,52464.12896489354,-1.6274563441113319,24.704361812620338,24.70436181262033
